x y z
5.000000000000000000e+00 1.177777777777777857e+01 3.645842408081506614e-01
5.000000000000000000e+00 1.288888888888888928e+01 6.130143412528450408e-01
5.000000000000000000e+00 1.400000000000000000e+01 9.259534992619877780e-02
6.000000000000000000e+00 4.000000000000000000e+00 9.941810063319993507e-01
6.000000000000000000e+00 5.111111111111110716e+00 4.822871992370314498e-02
6.000000000000000000e+00 6.222222222222222321e+00 6.857019543685173302e-01
6.000000000000000000e+00 7.333333333333333925e+00 2.506535851415846450e-01
6.000000000000000000e+00 8.444444444444444642e+00 4.969101342936653731e-01
6.000000000000000000e+00 9.555555555555555358e+00 6.911051766326022916e-01
6.000000000000000000e+00 1.066666666666666785e+01 3.802751449359963454e-01
6.000000000000000000e+00 1.177777777777777857e+01 8.906720945057245986e-01
6.000000000000000000e+00 1.288888888888888928e+01 3.241618733123604601e-01
6.000000000000000000e+00 1.400000000000000000e+01 4.119462175252025515e-01
7.000000000000000000e+00 4.000000000000000000e+00 1.833216529542117668e-01
7.000000000000000000e+00 5.111111111111110716e+00 2.327212736825166051e-01
7.000000000000000000e+00 6.222222222222222321e+00 3.985947710730327609e-01
7.000000000000000000e+00 7.333333333333333925e+00 9.981894151670936965e-01
7.000000000000000000e+00 8.444444444444444642e+00 1.896202963217624715e-01
7.000000000000000000e+00 9.555555555555555358e+00 1.792738636920734319e-01
7.000000000000000000e+00 1.066666666666666785e+01 5.370336921310804312e-01
7.000000000000000000e+00 1.177777777777777857e+01 2.298298053411668151e-01
7.000000000000000000e+00 1.288888888888888928e+01 3.811682085930045982e-02
7.000000000000000000e+00 1.400000000000000000e+01 7.170042225635565591e-01
8.000000000000000000e+00 4.000000000000000000e+00 4.777196211182325181e-01
8.000000000000000000e+00 5.111111111111110716e+00 2.404391784426408440e-01
8.000000000000000000e+00 6.222222222222222321e+00 1.168778532302972017e-01
8.000000000000000000e+00 7.333333333333333925e+00 6.984217118121579526e-01
8.000000000000000000e+00 8.444444444444444642e+00 1.524386935426895739e-01
8.000000000000000000e+00 9.555555555555555358e+00 9.894937378822726837e-01
8.000000000000000000e+00 1.066666666666666785e+01 5.939427568139694635e-01
8.000000000000000000e+00 1.177777777777777857e+01 3.028980445435532909e-01
8.000000000000000000e+00 1.288888888888888928e+01 5.372565349770810350e-01
8.000000000000000000e+00 1.400000000000000000e+01 7.434187857230073471e-01
9.000000000000000000e+00 4.000000000000000000e+00 9.008589047105515224e-01
9.000000000000000000e+00 5.111111111111110716e+00 4.970661889781701204e-01
9.000000000000000000e+00 6.222222222222222321e+00 1.022678279030383441e-01
9.000000000000000000e+00 7.333333333333333925e+00 2.418743747647613684e-01
9.000000000000000000e+00 8.444444444444444642e+00 8.490353874379101828e-01
9.000000000000000000e+00 9.555555555555555358e+00 6.241061988139670058e-01
9.000000000000000000e+00 1.066666666666666785e+01 7.899499541000429836e-01
9.000000000000000000e+00 1.177777777777777857e+01 7.525448185261307543e-02
9.000000000000000000e+00 1.288888888888888928e+01 2.860565115410362846e-02
9.000000000000000000e+00 1.400000000000000000e+01 5.793180825513662979e-01
1.000000000000000000e+01 4.000000000000000000e+00 4.424995195509102697e-01
1.000000000000000000e+01 5.111111111111110716e+00 1.492789804816597732e-01
1.000000000000000000e+01 6.222222222222222321e+00 1.799025138068044427e-02
1.000000000000000000e+01 7.333333333333333925e+00 7.494022946319776057e-01
1.000000000000000000e+01 8.444444444444444642e+00 5.867782549846615181e-01
1.000000000000000000e+01 9.555555555555555358e+00 3.834958137058720462e-01
1.000000000000000000e+01 1.066666666666666785e+01 5.245043700803450060e-01
1.000000000000000000e+01 1.177777777777777857e+01 7.562523761638839659e-01
1.000000000000000000e+01 1.288888888888888928e+01 9.251267439113545210e-01
1.000000000000000000e+01 1.400000000000000000e+01 2.368998669902283583e-01
